Model year,Make,Vehicle class,Engine size (L),Cylinders,Transmission,Number of gears,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),CO2 emissions (g/km)
1997,Suzuki,Sport utility vehicle,1.6,4,M,5,Regular gasoline,11.5,9.6,10.6,244
1997,Suzuki,Sport utility vehicle,1.6,4,A,4,Regular gasoline,11.9,9.7,10.9,251
1997,Suzuki,Sport utility vehicle,1.6,4,M,5,Regular gasoline,11.5,9.7,10.7,246
1997,Suzuki,Sport utility vehicle,1.8,4,A,4,Regular gasoline,12.1,10.2,11.2,258
1997,Suzuki,Sport utility vehicle,1.8,4,M,5,Regular gasoline,11.9,10.2,11.1,255
1997,Suzuki,Subcompact,1.3,4,A,3,Regular gasoline,8.9,7.5,8.3,191
1997,Suzuki,Subcompact,1.3,4,M,5,Regular gasoline,7.6,5.9,6.8,156
1997,Suzuki,Sport utility vehicle,1.6,4,A,4,Regular gasoline,11.3,9.0,10.3,237
1997,Suzuki,Sport utility vehicle,1.6,4,M,5,Regular gasoline,10.8,8.8,9.9,228
1997,Toyota,Sport utility vehicle,2.7,4,A,4,Regular gasoline,14.4,12.2,13.4,308
1997,Toyota,Sport utility vehicle,2.7,4,M,5,Regular gasoline,16.4,12.3,14.6,336
1997,Toyota,Sport utility vehicle,3.4,6,A,4,Regular gasoline,16.1,13.5,14.9,343
1997,Toyota,Sport utility vehicle,3.4,6,M,5,Regular gasoline,16.1,12.8,14.6,336
1997,Toyota,Full-size,3.0,6,A,4,Regular gasoline,12.8,8.5,10.8,248
1997,Toyota,Mid-size,2.2,4,A,4,Regular gasoline,11.9,8.6,10.4,239
1997,Toyota,Mid-size,2.2,4,M,5,Regular gasoline,11.8,8.3,10.2,235
1997,Toyota,Mid-size,3.0,6,A,4,Regular gasoline,14.2,9.8,12.2,281
1997,Toyota,Subcompact,2.2,4,A,4,Regular gasoline,12.2,8.9,10.7,246
1997,Toyota,Subcompact,2.2,4,M,5,Regular gasoline,12.0,9.0,10.7,246
1997,Toyota,Subcompact,1.6,4,A,3,Regular gasoline,10.6,8.8,9.8,225
1997,Toyota,Subcompact,1.6,4,M,5,Regular gasoline,9.4,7.8,8.6,198
1997,Toyota,Subcompact,1.8,4,A,4,Regular gasoline,10.1,7.8,9.1,209
1997,Toyota,Subcompact,1.8,4,M,5,Regular gasoline,9.4,7.6,8.6,198
1997,Toyota,Minicompact,1.5,4,A,4,Regular gasoline,10.0,8.0,9.1,209
1997,Toyota,Minicompact,1.5,4,M,5,Regular gasoline,8.9,7.1,8.1,186
1997,Toyota,Minivan,2.4,4,A,4,Regular gasoline,14.9,11.8,13.5,311
1997,Toyota,Minivan,2.4,4,A,4,Regular gasoline,15.7,12.6,14.3,329
1997,Toyota,Sport utility vehicle,2.0,4,A,4,Regular gasoline,11.5,9.1,10.4,239
1997,Toyota,Sport utility vehicle,2.0,4,M,5,Regular gasoline,11.3,9.3,10.4,239
1997,Toyota,Sport utility vehicle,2.0,4,A,4,Regular gasoline,12.6,10.3,11.5,265
1997,Toyota,Sport utility vehicle,2.0,4,M,5,Regular gasoline,12.3,10.2,11.4,262
1997,Toyota,Minicompact,3.0,6,A,4,Premium gasoline,14.7,11.1,13.1,301
1997,Toyota,Minicompact,3.0,6,M,6,Premium gasoline,15.6,10.5,13.3,306
1997,Toyota,Pickup truck,3.4,6,A,4,Regular gasoline,15.7,12.8,14.4,331
1997,Toyota,Pickup truck,3.4,6,M,5,Regular gasoline,16.4,12.6,14.7,338
1997,Toyota,Pickup truck,3.4,6,A,4,Regular gasoline,16.9,14.9,16.0,368
1997,Toyota,Pickup truck,3.4,6,M,5,Regular gasoline,16.1,12.8,14.6,336
1997,Toyota,Pickup truck,2.4,4,A,4,Regular gasoline,12.6,10.3,11.5,265
1997,Toyota,Pickup truck,2.4,4,M,5,Regular gasoline,12.0,9.0,10.7,246
1997,Toyota,Pickup truck,2.7,4,M,5,Regular gasoline,14.5,11.7,13.2,304
1997,Toyota,Pickup truck,3.4,6,A,4,Regular gasoline,16.1,13.6,15.0,345
1997,Toyota,Pickup truck,3.4,6,M,5,Regular gasoline,16.1,13.3,14.8,340
1997,Toyota,Subcompact,1.5,4,A,3,Regular gasoline,9.5,7.8,8.7,200
1997,Toyota,Subcompact,1.5,4,A,4,Regular gasoline,9.7,7.2,8.6,198
1997,Toyota,Subcompact,1.5,4,M,5,Regular gasoline,8.4,6.6,7.6,175
1997,Volkswagen,Subcompact,2.0,4,A,4,Regular gasoline,11.9,9.0,10.6,244
1997,Volkswagen,Subcompact,2.0,4,M,5,Regular gasoline,11.2,8.7,10.1,232
1997,Volkswagen,Compact,1.9,4,M,5,Diesel,8.4,6.6,7.6,205
1997,Volkswagen,Compact,1.9,4,M,5,Diesel,7.0,5.4,6.3,170
1997,Volkswagen,Compact,1.8,4,A,4,Regular gasoline,12.0,9.3,10.8,248
1997,Volkswagen,Compact,1.8,4,M,5,Regular gasoline,10.6,7.9,9.4,216
1997,Volkswagen,Compact,2.0,4,A,4,Regular gasoline,13.7,9.7,11.9,274
1997,Volkswagen,Compact,2.0,4,M,5,Regular gasoline,12.0,8.8,10.6,244
1997,Volkswagen,Compact,2.8,6,M,5,Regular gasoline,13.9,10.1,12.2,281
1997,Volkswagen,Compact,1.9,4,M,5,Diesel,8.4,6.6,7.6,205
1997,Volkswagen,Compact,1.9,4,M,5,Diesel,7.0,5.4,6.3,170
1997,Volkswagen,Compact,2.0,4,A,4,Regular gasoline,13.7,9.7,11.9,274
1997,Volkswagen,Compact,2.0,4,M,5,Regular gasoline,12.0,8.8,10.6,244
1997,Volkswagen,Compact,2.8,6,A,4,Regular gasoline,14.5,10.4,12.6,290
1997,Volkswagen,Compact,2.8,6,M,5,Regular gasoline,13.9,10.1,12.2,281
1997,Volkswagen,Mid-size,1.9,4,M,5,Diesel,7.4,5.6,6.6,178
1997,Volkswagen,Mid-size,2.8,6,A,4,Regular gasoline,14.8,10.3,12.8,294
1997,Volkswagen,Mid-size,2.8,6,M,5,Regular gasoline,13.9,9.9,12.1,278
1997,Volkswagen,Station wagon,1.9,4,M,5,Diesel,7.4,5.6,6.6,178
1997,Volkswagen,Station wagon,2.8,6,A,4,Regular gasoline,14.8,10.3,12.8,294
1997,Volkswagen,Station wagon,2.8,6,M,5,Regular gasoline,13.9,9.9,12.1,278
1997,Volkswagen,Van,2.4,5,M,5,Diesel,10.2,9.6,9.9,267
1997,Volvo,Mid-size,2.3,5,A,4,Premium gasoline,13.8,9.9,12.1,278
1997,Volvo,Mid-size,2.3,5,M,5,Premium gasoline,14.4,9.9,12.4,285
1997,Volvo,Station wagon,2.3,5,A,4,Premium gasoline,13.8,9.9,12.1,278
1997,Volvo,Station wagon,2.3,5,M,5,Premium gasoline,14.4,9.9,12.4,285
1997,Volvo,Mid-size,2.4,5,A,4,Premium gasoline,13.2,9.0,11.3,260
1997,Volvo,Mid-size,2.4,5,M,5,Premium gasoline,13.4,9.0,11.4,262
1997,Volvo,Station wagon,2.4,5,A,4,Premium gasoline,13.2,9.0,11.3,260
1997,Volvo,Station wagon,2.4,5,M,5,Premium gasoline,13.4,9.0,11.4,262
1997,Volvo,Mid-size,2.4,5,A,4,Premium gasoline,13.5,9.6,11.8,271
1997,Volvo,Station wagon,2.4,5,A,4,Premium gasoline,13.5,9.6,11.8,271
1997,Volvo,Station wagon,2.4,5,M,6,Premium gasoline,13.8,10.2,12.2,281
1997,Volvo,Compact,2.9,6,A,4,Premium gasoline,14.9,9.8,12.6,290
1997,Volvo,Station wagon,2.9,6,A,4,Premium gasoline,14.9,9.8,12.6,290
1998,Acura,Compact,1.6,4,A,4,Regular gasoline,10.4,7.9,9.3,214
1998,Acura,Compact,1.6,4,M,5,Regular gasoline,9.6,7.6,8.7,200
1998,Acura,Subcompact,2.3,4,A,4,Regular gasoline,11.8,8.6,10.4,239
1998,Acura,Subcompact,2.3,4,M,5,Regular gasoline,11.0,8.2,9.7,223
1998,Acura,Compact,2.5,5,A,4,Premium gasoline,13.4,10.1,11.9,274
1998,Acura,Subcompact,3.0,6,A,4,Regular gasoline,13.5,9.1,11.5,265
1998,Acura,Compact,3.2,6,A,4,Premium gasoline,14.2,10.7,12.6,290
1998,Acura,Mid-size,3.5,6,A,4,Premium gasoline,14.2,10.4,12.5,288
1998,Acura,Subcompact,1.8,4,A,4,Regular gasoline,11.2,8.0,9.7,223
1998,Acura,Subcompact,1.8,4,M,5,Regular gasoline,10.6,8.1,9.5,219
1998,Acura,Subcompact,1.8,4,M,5,Premium gasoline,10.9,8.5,9.8,225
1998,Acura,Two-seater,3.0,6,AS,4,Premium gasoline,14.6,10.7,12.9,297
1998,Acura,Two-seater,3.2,6,M,6,Premium gasoline,15.1,10.9,13.2,304
1998,Audi,Compact,1.8,4,A,5,Premium gasoline,12.8,8.0,10.6,244
1998,Audi,Compact,1.8,4,M,5,Premium gasoline,11.6,8.1,10.0,230
1998,Audi,Compact,2.8,6,A,5,Premium gasoline,14.5,8.8,11.9,274
1998,Audi,Compact,2.8,6,M,5,Premium gasoline,13.2,8.8,11.2,258
1998,Audi,Compact,1.8,4,A,5,Premium gasoline,13.6,9.5,11.8,271
1998,Audi,Compact,1.8,4,M,5,Premium gasoline,12.5,8.8,10.8,248
1998,Audi,Compact,2.8,6,A,5,Premium gasoline,15.1,9.5,12.6,290
1998,Audi,Compact,2.8,6,M,5,Premium gasoline,13.7,9.6,11.9,274
1998,Audi,Mid-size,2.8,6,A,5,Premium gasoline,15.0,9.3,12.4,285
1998,Audi,Mid-size,2.8,6,A,5,Premium gasoline,15.4,9.9,13.0,299
1998,Audi,Mid-size,4.2,8,A,5,Premium gasoline,15.6,10.3,13.2,304
1998,Bentley,Subcompact,6.7,8,A,4,Premium gasoline,23.1,16.3,20.0,460
1998,Bentley,Mid-size,6.7,8,A,4,Premium gasoline,21.8,15.2,18.8,432
1998,Bentley,Compact,6.7,8,A,4,Premium gasoline,23.2,15.9,19.9,458
1998,Bentley,Subcompact,6.7,8,A,4,Premium gasoline,23.1,16.3,20.0,460
1998,Bentley,Subcompact,6.7,8,A,4,Premium gasoline,23.2,15.9,19.9,458
1998,Bentley,Mid-size,6.7,8,A,4,Premium gasoline,23.2,15.9,19.9,458
1998,BMW,Subcompact,1.9,4,A,4,Premium gasoline,12.2,8.3,10.5,242
1998,BMW,Subcompact,1.9,4,M,5,Premium gasoline,11.6,8.0,10.0,230
1998,BMW,Minicompact,1.9,4,A,4,Premium gasoline,12.2,8.3,10.5,242
1998,BMW,Minicompact,1.9,4,M,5,Premium gasoline,11.9,8.3,10.3,237
1998,BMW,Compact,1.9,4,A,4,Premium gasoline,11.8,8.3,10.2,235
1998,BMW,Compact,1.9,4,M,5,Premium gasoline,11.6,8.0,10.0,230
1998,BMW,Minicompact,2.5,6,A,4,Premium gasoline,13.9,9.5,11.9,274
1998,BMW,Minicompact,2.5,6,M,5,Premium gasoline,13.1,8.6,11.1,255
1998,BMW,Subcompact,2.5,6,A,4,Premium gasoline,13.9,9.5,11.9,274
1998,BMW,Subcompact,2.5,6,M,5,Premium gasoline,13.1,8.6,11.1,255
1998,BMW,Subcompact,2.8,6,A,4,Premium gasoline,14.0,9.7,12.1,278
1998,BMW,Subcompact,2.8,6,M,5,Premium gasoline,13.4,8.9,11.4,262
1998,BMW,Minicompact,2.8,6,A,4,Premium gasoline,14.0,9.7,12.1,278
1998,BMW,Minicompact,2.8,6,M,5,Premium gasoline,13.4,8.9,11.4,262
1998,BMW,Compact,2.8,6,A,4,Premium gasoline,14.0,9.7,12.1,278
1998,BMW,Compact,2.8,6,M,5,Premium gasoline,13.4,8.9,11.4,262
1998,BMW,Compact,4.4,8,A,5,Premium gasoline,15.0,10.5,13.0,299
1998,BMW,Compact,4.4,8,M,6,Premium gasoline,17.2,10.9,14.4,331
1998,BMW,Mid-size,4.4,8,A,5,Premium gasoline,15.5,10.9,13.4,308
1998,BMW,Full-size,4.4,8,A,5,Premium gasoline,15.5,10.9,13.4,308
1998,BMW,Full-size,5.4,12,A,5,Premium gasoline,18.0,12.8,15.6,359
1998,BMW,Two-seater,3.2,6,M,5,Premium gasoline,13.6,9.7,11.9,274
1998,BMW,Subcompact,3.2,6,A,5,Premium gasoline,13.9,9.1,11.8,271
1998,BMW,Subcompact,3.2,6,M,5,Premium gasoline,13.6,9.7,11.9,274
1998,BMW,Two-seater,1.9,4,A,4,Premium gasoline,11.8,8.3,10.2,235
1998,BMW,Two-seater,1.9,4,M,5,Premium gasoline,11.6,8.0,10.0,230
1998,BMW,Two-seater,2.8,6,A,4,Premium gasoline,14.6,10.5,12.7,292
1998,BMW,Two-seater,2.8,6,M,5,Premium gasoline,14.3,9.8,12.3,283
1998,Buick,Mid-size,3.1,6,A,4,Regular gasoline,13.8,9.3,11.8,271
1998,Buick,Full-size,3.8,6,A,4,Regular gasoline,13.9,8.9,11.7,269
1998,Buick,Full-size,3.8,6,A,4,Regular gasoline,14.6,9.5,12.3,283
1998,Buick,Full-size,3.8,6,A,4,Premium gasoline,15.1,9.7,12.7,292
1998,Buick,Mid-size,3.8,6,A,4,Regular gasoline,13.9,8.9,11.7,269
1998,Buick,Mid-size,3.8,6,A,4,Premium gasoline,15.1,9.7,12.7,292
1998,Buick,Mid-size,3.8,6,A,4,Premium gasoline,15.1,9.7,12.7,292
1998,Buick,Compact,2.4,4,A,4,Regular gasoline,12.1,8.0,10.3,237
1998,Buick,Compact,3.1,6,A,4,Regular gasoline,13.8,9.3,11.8,271
1998,Cadillac,Mid-size,3.0,6,A,4,Premium gasoline,14.5,10.3,12.6,290
1998,Cadillac,Full-size,4.6,8,A,4,Premium gasoline,15.5,9.8,13.0,299
1998,Cadillac,Mid-size,4.6,8,A,4,Premium gasoline,15.5,9.8,13.0,299
1998,Cadillac,Mid-size,4.6,8,A,4,Premium gasoline,15.5,9.8,13.0,299
1998,Chevrolet,Van,4.3,6,A,4,Regular gasoline,16.7,12.9,15.0,345
1998,Chevrolet,Van,4.3,6,A,4,Regular gasoline,17.1,12.6,15.1,347
1998,Chevrolet,Van,4.3,6,A,4,Regular gasoline,16.7,12.9,15.0,345
1998,Chevrolet,Van,4.3,6,A,4,Regular gasoline,17.0,13.3,15.3,352
1998,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,16.7,12.9,15.0,345
1998,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,16.3,11.5,14.1,324
1998,Chevrolet,Pickup truck,5.0,8,A,4,Regular gasoline,17.3,12.8,15.3,352
1998,Chevrolet,Pickup truck,5.0,8,M,5,Regular gasoline,18.9,12.7,16.1,370
1998,Chevrolet,Pickup truck,5.7,8,A,4,Regular gasoline,18.6,13.7,16.4,377
1998,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,20.6,13.7,17.5,403
1998,Chevrolet,Sport utility vehicle,5.7,8,A,4,Regular gasoline,19.1,13.9,16.8,386
1998,Chevrolet,Sport utility vehicle,5.7,8,A,4,Regular gasoline,18.7,13.7,16.5,380
1998,Chevrolet,Pickup truck,5.0,8,A,4,Regular gasoline,17.1,12.3,15.0,345
1998,Chevrolet,Pickup truck,5.0,8,M,5,Regular gasoline,20.8,15.0,18.2,419
1998,Chevrolet,Pickup truck,5.7,8,A,4,Regular gasoline,18.7,13.7,16.5,380
1998,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,20.6,13.7,17.5,403
1998,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,17.7,14.2,16.1,435
1998,Chevrolet,Subcompact,3.8,6,A,4,Regular gasoline,13.9,8.9,11.7,269
1998,Chevrolet,Subcompact,3.8,6,M,5,Regular gasoline,13.7,8.5,11.4,262
1998,Chevrolet,Subcompact,5.7,8,A,4,Premium gasoline,15.6,10.3,13.2,304
1998,Chevrolet,Subcompact,5.7,8,M,6,Premium gasoline,15.4,9.6,12.8,294
1998,Chevrolet,Subcompact,2.2,4,A,3,Regular gasoline,12.2,9.0,10.8,248
1998,Chevrolet,Subcompact,2.2,4,A,4,Regular gasoline,11.9,8.3,10.3,237
1998,Chevrolet,Subcompact,2.2,4,M,5,Regular gasoline,11.4,7.2,9.5,219
1998,Chevrolet,Subcompact,2.4,4,A,4,Regular gasoline,12.1,8.0,10.3,237
1998,Chevrolet,Subcompact,2.4,4,M,5,Regular gasoline,12.1,8.0,10.3,237
1998,Chevrolet,Two-seater,5.7,8,A,4,Premium gasoline,15.6,10.3,13.2,304
1998,Chevrolet,Two-seater,5.7,8,M,6,Premium gasoline,15.3,9.5,12.7,292
1998,Chevrolet,Van,4.3,6,A,4,Regular gasoline,17.9,13.6,16.0,368
1998,Chevrolet,Van,5.0,8,A,4,Regular gasoline,18.6,14.3,16.7,384
1998,Chevrolet,Van,5.7,8,A,4,Regular gasoline,19.1,13.9,16.8,386
1998,Chevrolet,Van,4.3,6,A,4,Regular gasoline,17.4,13.4,15.6,359
1998,Chevrolet,Van,5.0,8,A,4,Regular gasoline,17.7,13.1,15.6,359
1998,Chevrolet,Van,5.7,8,A,4,Regular gasoline,18.7,13.7,16.5,380
1998,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,17.1,12.6,15.1,347
1998,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,19.0,13.6,16.6,382
1998,Chevrolet,Pickup truck,5.0,8,A,4,Regular gasoline,18.9,14.2,16.8,386
1998,Chevrolet,Pickup truck,5.0,8,M,5,Regular gasoline,20.7,14.1,17.7,407
1998,Chevrolet,Pickup truck,5.7,8,A,4,Regular gasoline,19.8,15.1,17.7,407
1998,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,21.5,14.5,18.3,421
1998,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,18.0,13.4,15.9,429
1998,Chevrolet,Sport utility vehicle,5.7,8,A,4,Regular gasoline,20.0,15.4,17.9,412
1998,Chevrolet,Sport utility vehicle,6.5,8,A,4,Diesel,18.0,13.4,15.9,429
1998,Chevrolet,Mid-size,3.1,6,A,4,Regular gasoline,13.8,9.3,11.8,271
1998,Chevrolet,Mid-size,3.8,6,A,4,Regular gasoline,13.9,8.9,11.7,269
1998,Chevrolet,Mid-size,2.4,4,A,4,Regular gasoline,12.8,8.6,10.9,251
1998,Chevrolet,Mid-size,3.1,6,A,4,Regular gasoline,13.8,9.3,11.8,271
1998,Chevrolet,Subcompact,1.0,3,M,5,Regular gasoline,6.5,5.2,5.9,136
1998,Chevrolet,Subcompact,1.3,4,A,3,Regular gasoline,9.1,7.4,8.3,191
1998,Chevrolet,Subcompact,1.3,4,M,5,Regular gasoline,7.6,5.9,6.8,156
1998,Chevrolet,Mid-size,3.1,6,A,4,Regular gasoline,13.8,9.3,11.8,271
1998,Chevrolet,Mid-size,3.8,6,A,4,Regular gasoline,13.9,8.9,11.7,269
1998,Chevrolet,Pickup truck,2.2,4,A,4,Regular gasoline,13.9,10.1,12.2,281
1998,Chevrolet,Pickup truck,2.2,4,M,5,Regular gasoline,12.5,8.9,10.9,251
1998,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,16.4,12.6,14.7,338
1998,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,16.2,11.4,14.0,322
1998,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,16.5,12.3,14.6,336
1998,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,18.0,13.5,16.0,368
1998,Chevrolet,Sport utility vehicle,4.3,6,A,4,Regular gasoline,16.7,12.9,15.0,345
1998,Chevrolet,Sport utility vehicle,4.3,6,M,5,Regular gasoline,16.3,11.5,14.1,324
1998,Chevrolet,Sport utility vehicle,4.3,6,A,4,Regular gasoline,17.1,12.6,15.1,347
1998,Chevrolet,Sport utility vehicle,4.3,6,M,5,Regular gasoline,19.0,13.6,16.6,382
1998,Chevrolet,Sport utility vehicle,1.6,4,A,3,Regular gasoline,11.9,10.5,11.3,260
1998,Chevrolet,Sport utility vehicle,1.6,4,M,5,Regular gasoline,11.5,9.6,10.6,244
1998,Chevrolet,Sport utility vehicle,1.6,4,A,4,Regular gasoline,11.9,9.7,10.9,251
1998,Chevrolet,Sport utility vehicle,1.6,4,M,5,Regular gasoline,11.5,9.7,10.7,246
1998,Chevrolet,Minivan,3.4,6,A,4,Regular gasoline,15.4,11.7,13.7,315
1998,Chrysler,Mid-size,2.5,6,A,4,Regular gasoline,13.7,9.1,11.7,269
1998,Chrysler,Full-size,2.7,6,A,4,Regular gasoline,12.8,8.5,10.8,248
1998,Chrysler,Full-size,3.2,6,A,4,Regular gasoline,14.0,9.0,11.8,271
1998,Chrysler,Full-size,2.7,6,A,4,Regular gasoline,12.8,8.5,10.8,248
1998,Chrysler,Full-size,3.2,6,A,4,Regular gasoline,14.2,9.0,11.8,271
1998,Chrysler,Compact,2.0,4,A,4,Regular gasoline,12.6,8.6,10.8,248
1998,Chrysler,Compact,2.0,4,M,5,Regular gasoline,12.2,8.1,10.4,239
1998,Chrysler,Compact,2.5,6,A,4,Regular gasoline,13.5,9.3,11.6,267
1998,Chrysler,Compact,2.4,4,A,4,Regular gasoline,12.8,8.5,10.8,248
1998,Chrysler,Compact,2.5,6,A,4,Regular gasoline,13.7,9.1,11.7,269
1998,Chrysler,Compact,2.5,6,A,4,Regular gasoline,13.7,8.9,11.6,267
1998,Chrysler,Minivan,3.8,6,A,4,Regular gasoline,15.4,10.7,13.3,306
1998,Chrysler,Minivan,3.8,6,A,4,Regular gasoline,16.5,11.0,14.0,322
1998,Dodge,Compact,2.0,4,A,4,Regular gasoline,12.6,8.6,10.8,248
1998,Dodge,Compact,2.0,4,M,5,Regular gasoline,12.2,8.1,10.4,239
1998,Dodge,Compact,2.5,6,A,4,Regular gasoline,13.5,9.3,11.6,267
1998,Dodge,Minivan,2.4,4,A,3,Regular gasoline,13.3,9.7,11.7,269
1998,Dodge,Minivan,3.0,6,A,3,Regular gasoline,14.3,10.7,12.7,292
1998,Dodge,Minivan,3.0,6,A,4,Regular gasoline,14.3,9.8,12.3,283
1998,Dodge,Minivan,3.3,6,A,4,Regular gasoline,14.9,10.5,12.9,297
1998,Dodge,Minivan,3.8,6,A,4,Regular gasoline,15.4,10.7,13.3,306
1998,Dodge,Pickup truck,2.5,4,M,5,Regular gasoline,13.9,10.2,12.2,281
1998,Dodge,Pickup truck,3.9,6,A,4,Regular gasoline,16.2,12.2,14.4,331
1998,Dodge,Pickup truck,3.9,6,M,5,Regular gasoline,17.3,11.7,14.8,340
1998,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,18.7,13.7,16.5,380
1998,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,21.4,13.6,17.9,412
1998,Dodge,Pickup truck,5.9,8,A,4,Regular gasoline,20.2,14.1,17.4,400
1998,Dodge,Pickup truck,3.9,6,A,4,Regular gasoline,17.7,13.9,16.0,368
1998,Dodge,Pickup truck,3.9,6,M,5,Regular gasoline,18.0,13.3,15.9,366
1998,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,19.6,15.0,17.5,403
1998,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,21.5,14.6,18.4,423
1998,Dodge,Sport utility vehicle,5.2,8,A,4,Regular gasoline,19.7,15.2,17.7,407
1998,Dodge,Sport utility vehicle,5.9,8,A,4,Regular gasoline,21.2,15.0,18.4,423
1998,Dodge,Minivan,2.4,4,A,3,Regular gasoline,13.3,9.7,11.7,269
1998,Dodge,Minivan,3.0,6,A,3,Regular gasoline,14.3,10.7,12.7,292
1998,Dodge,Minivan,3.0,6,A,4,Regular gasoline,14.3,9.8,12.3,283
1998,Dodge,Minivan,3.3,6,A,4,Regular gasoline,14.9,10.5,12.9,297
1998,Dodge,Minivan,3.8,6,A,4,Regular gasoline,15.4,10.7,13.3,306
1998,Dodge,Minivan,3.8,6,A,4,Regular gasoline,16.5,11.0,14.0,322
1998,Dodge,Compact,2.0,4,A,3,Regular gasoline,11.2,8.3,9.9,228
1998,Dodge,Compact,2.0,4,A,3,Regular gasoline,11.5,8.0,9.9,228
1998,Dodge,Compact,2.0,4,M,5,Regular gasoline,9.5,6.4,8.1,186
1998,Dodge,Compact,2.0,4,M,5,Regular gasoline,10.4,7.3,9.0,207
1998,Dodge,Pickup truck,3.9,6,A,4,Regular gasoline,17.0,12.8,15.1,347
1998,Dodge,Pickup truck,3.9,6,M,5,Regular gasoline,17.3,12.0,14.9,343
1998,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,19.6,13.7,16.9,389
1998,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,21.5,13.9,18.1,416
1998,Dodge,Pickup truck,5.9,8,A,4,Regular gasoline,20.7,14.2,17.8,409
1998,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,21.1,15.4,18.5,426
1998,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,21.1,14.5,18.1,416
1998,Dodge,Pickup truck,5.9,8,A,4,Regular gasoline,21.5,15.1,18.6,428
1998,Dodge,Van,5.2,8,A,4,Regular gasoline,19.1,13.6,16.7,384
1998,Dodge,Van,5.9,8,A,4,Regular gasoline,20.4,14.1,17.6,405
1998,Dodge,Van,5.2,8,A,4,Regular gasoline,19.8,13.7,17.1,393
1998,Dodge,Van,5.2,8,A,4,Regular gasoline,19.8,13.7,17.1,393
1998,Dodge,Van,5.9,8,A,4,Regular gasoline,21.1,14.4,18.1,416
1998,Dodge,Van,5.2,8,A,4,Regular gasoline,20.8,15.1,18.3,421
1998,Dodge,Van,5.9,8,A,4,Regular gasoline,21.1,14.4,18.1,416
1998,Dodge,Mid-size,2.0,4,A,4,Regular gasoline,11.8,7.9,10.0,230
1998,Dodge,Mid-size,2.0,4,M,5,Regular gasoline,10.0,7.1,8.7,200
1998,Dodge,Mid-size,2.4,4,A,4,Regular gasoline,12.8,8.5,10.8,248
1998,Dodge,Mid-size,2.5,6,A,4,Regular gasoline,13.7,9.1,11.7,269
1998,Dodge,Mid-size,2.5,6,A,4,Regular gasoline,13.7,8.9,11.6,267
1998,Dodge,Two-seater,8.0,10,M,6,Premium gasoline,22.1,11.9,17.5,403
1998,Dodge,Two-seater,8.0,10,M,6,Premium gasoline,22.1,11.9,17.5,403
1998,Eagle,Subcompact,2.0,4,A,4,Regular gasoline,12.9,8.5,10.9,251
1998,Eagle,Subcompact,2.0,4,M,5,Regular gasoline,11.9,7.9,10.1,232
1998,Eagle,Subcompact,2.0,4,A,4,Premium gasoline,13.9,10.4,12.3,283
1998,Eagle,Subcompact,2.0,4,M,5,Premium gasoline,12.5,9.3,11.0,253
1998,Ferrari,Subcompact,5.5,12,A,4,Premium gasoline,26.7,17.1,22.4,515
1998,Ferrari,Subcompact,5.5,12,M,6,Premium gasoline,26.3,15.7,21.5,495
1998,Ferrari,Two-seater,5.5,12,M,6,Premium gasoline,28.3,17.0,23.2,534
1998,Ferrari,Two-seater,3.5,8,AS,6,Premium gasoline,26.1,18.0,22.4,515
1998,Ferrari,Two-seater,3.5,8,M,6,Premium gasoline,25.7,16.5,21.6,497
1998,Ford,Compact,2.0,4,A,4,Regular gasoline,11.5,8.1,10.0,230
1998,Ford,Compact,2.0,4,M,5,Regular gasoline,11.1,7.5,9.5,219
1998,Ford,Compact,2.5,6,A,4,Regular gasoline,12.9,8.6,10.9,251
1998,Ford,Compact,2.5,6,M,5,Regular gasoline,13.5,9.1,11.5,265
1998,Ford,Van,4.2,6,A,4,Regular gasoline,19.0,14.1,16.8,386
1998,Ford,Van,4.6,8,A,4,Regular gasoline,18.9,13.7,16.6,382
1998,Ford,Van,5.4,8,A,4,Regular gasoline,20.8,14.6,18.0,414
1998,Ford,Van,4.2,6,A,4,Regular gasoline,17.4,13.0,15.5,357
