Model year,Make,Vehicle class,Engine size (L),Cylinders,Transmission,Number of gears,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),CO2 emissions (g/km)
1995,Acura,Subcompact,1.8,4,A,4,Regular gasoline,11.6,8.3,10.1,232
1995,Acura,Subcompact,1.8,4,M,5,Regular gasoline,11.0,8.3,9.8,225
1995,Acura,Subcompact,1.8,4,M,5,Premium gasoline,10.8,8.3,9.7,223
1995,Acura,Compact,3.2,6,A,4,Premium gasoline,14.2,10.5,12.5,288
1995,Acura,Compact,3.2,6,A,4,Premium gasoline,14.6,11.0,13.0,299
1995,Acura,Compact,3.2,6,M,6,Premium gasoline,15.0,9.9,12.7,292
1995,Acura,Two-seater,3.0,6,A,4,Premium gasoline,15.1,10.9,13.2,304
1995,Acura,Two-seater,3.0,6,M,5,Premium gasoline,14.5,10.6,12.7,292
1995,Alfa Romeo,Compact,3.0,6,A,4,Premium gasoline,17.4,11.8,14.9,343
1995,Alfa Romeo,Compact,3.0,6,M,5,Premium gasoline,15.4,10.6,13.3,306
1995,Audi,Compact,2.8,6,A,4,Premium gasoline,14.5,9.7,12.3,283
1995,Audi,Compact,2.8,6,M,5,Premium gasoline,13.6,9.7,11.9,274
1995,Audi,Compact,2.8,6,M,5,Premium gasoline,13.9,10.1,12.2,281
1995,Audi,Compact,2.8,6,A,4,Premium gasoline,14.2,10.9,12.7,292
1995,Audi,Compact,2.8,6,A,4,Premium gasoline,14.3,11.4,13.0,299
1995,Audi,Station wagon,2.8,6,A,4,Premium gasoline,14.2,11.0,12.7,292
1995,Audi,Station wagon,2.8,6,A,4,Premium gasoline,14.3,11.4,13.0,299
1995,Audi,Minicompact,2.8,6,A,4,Premium gasoline,14.6,9.9,12.5,288
1995,Audi,Compact,2.2,5,M,5,Premium gasoline,14.9,11.0,13.1,301
1995,Bentley,Mid-size,6.7,8,A,4,Premium gasoline,24.7,17.3,21.3,490
1995,Bentley,Mid-size,6.7,8,A,4,Premium gasoline,24.7,17.3,21.3,490
1995,Bentley,Compact,6.7,8,A,4,Premium gasoline,24.9,17.3,21.5,495
1995,Bentley,Compact,6.7,8,A,4,Premium gasoline,25.1,17.0,21.5,495
1995,Bentley,Compact,6.7,8,A,4,Premium gasoline,24.9,16.0,20.9,481
1995,Bentley,Full-size,6.7,8,A,4,Premium gasoline,25.3,17.8,21.9,504
1995,Bentley,Mid-size,6.7,8,A,4,Premium gasoline,24.9,16.0,20.9,481
1995,Bentley,Mid-size,6.7,8,A,4,Premium gasoline,24.9,16.0,20.9,481
1995,BMW,Subcompact,1.8,4,A,4,Premium gasoline,12.8,9.0,11.1,255
1995,BMW,Subcompact,1.8,4,M,5,Premium gasoline,12.0,8.1,10.3,237
1995,BMW,Minicompact,1.8,4,A,4,Premium gasoline,12.8,9.0,11.1,255
1995,BMW,Minicompact,1.8,4,M,5,Premium gasoline,12.2,8.2,10.4,239
1995,BMW,Compact,1.8,4,A,4,Premium gasoline,12.8,8.9,11.0,253
1995,BMW,Compact,1.8,4,M,5,Premium gasoline,12.0,8.1,10.3,237
1995,BMW,Subcompact,2.0,6,A,5,Premium gasoline,13.3,9.0,11.4,262
1995,BMW,Subcompact,2.0,6,M,5,Premium gasoline,13.3,9.0,11.4,262
1995,BMW,Subcompact,2.5,6,A,4,Premium gasoline,13.4,9.3,11.5,265
1995,BMW,Subcompact,2.5,6,M,5,Premium gasoline,13.7,9.1,11.7,269
1995,BMW,Minicompact,2.5,6,A,4,Premium gasoline,13.4,9.3,11.5,265
1995,BMW,Minicompact,2.5,6,M,5,Premium gasoline,13.7,9.1,11.7,269
1995,BMW,Compact,2.5,6,A,4,Premium gasoline,14.3,10.1,12.4,285
1995,BMW,Compact,2.5,6,M,5,Premium gasoline,13.7,9.1,11.7,269
1995,BMW,Compact,3.0,8,A,5,Premium gasoline,16.0,10.1,13.3,306
1995,BMW,Compact,3.0,8,M,5,Premium gasoline,16.6,10.7,14.0,322
1995,BMW,Station wagon,3.0,8,A,5,Premium gasoline,16.0,10.1,13.3,306
1995,BMW,Compact,4.0,8,A,5,Premium gasoline,15.2,10.1,12.9,297
1995,BMW,Compact,4.0,8,M,6,Premium gasoline,18.0,11.0,14.8,340
1995,BMW,Mid-size,4.0,8,A,5,Premium gasoline,16.1,10.9,13.7,315
1995,BMW,Mid-size,4.0,8,A,5,Premium gasoline,16.1,10.9,13.7,315
1995,BMW,Mid-size,5.4,12,A,5,Premium gasoline,18.9,12.7,16.1,370
1995,BMW,Subcompact,4.0,8,A,5,Premium gasoline,16.1,10.9,13.7,315
1995,BMW,Subcompact,5.4,12,A,5,Premium gasoline,18.9,12.7,16.1,370
1995,Buick,Mid-size,2.2,4,A,3,Regular gasoline,11.3,8.2,9.9,228
1995,Buick,Mid-size,3.1,6,A,4,Regular gasoline,14.6,9.3,12.2,281
1995,Buick,Station wagon,2.2,4,A,3,Regular gasoline,12.3,8.7,10.7,246
1995,Buick,Station wagon,3.1,6,A,4,Regular gasoline,14.6,9.3,12.2,281
1995,Buick,Full-size,3.8,6,A,4,Regular gasoline,14.5,9.3,12.1,278
1995,Buick,Full-size,3.8,6,A,4,Regular gasoline,14.5,9.3,12.1,278
1995,Buick,Full-size,3.8,6,A,4,Premium gasoline,16.1,10.4,13.5,311
1995,Buick,Mid-size,3.1,6,A,4,Regular gasoline,14.6,9.3,12.2,281
1995,Buick,Mid-size,3.8,6,A,4,Regular gasoline,14.5,9.3,12.1,278
1995,Buick,Mid-size,3.8,6,A,4,Premium gasoline,16.1,10.4,13.5,311
1995,Buick,Full-size,5.7,8,A,4,Premium gasoline,15.6,10.2,13.2,304
1995,Buick,Station wagon,5.7,8,A,4,Premium gasoline,15.6,10.2,13.2,304
1995,Buick,Compact,2.3,4,A,4,Regular gasoline,12.9,8.8,11.0,253
1995,Buick,Compact,3.1,6,A,4,Regular gasoline,14.2,9.8,12.2,281
1995,Cadillac,Full-size,4.6,8,A,4,Premium gasoline,16.0,10.3,13.4,308
1995,Cadillac,Full-size,4.9,8,A,4,Premium gasoline,17.4,10.5,14.3,329
1995,Cadillac,Mid-size,4.6,8,A,4,Premium gasoline,16.0,10.3,13.4,308
1995,Cadillac,Mid-size,4.6,8,A,4,Premium gasoline,18.8,12.3,15.9,366
1995,Cadillac,Full-size,5.7,8,A,4,Premium gasoline,15.6,10.2,13.2,304
1995,Cadillac,Full-size,4.6,8,A,4,Premium gasoline,16.0,10.3,13.4,308
1995,Cadillac,Full-size,4.6,8,A,4,Premium gasoline,18.8,12.3,15.9,366
1995,Chevrolet,Van,4.3,6,A,4,Premium gasoline,16.8,12.2,14.7,338
1995,Chevrolet,Van,4.3,6,A,4,Premium gasoline,17.2,12.6,15.1,347
1995,Chevrolet,Van,4.3,6,A,4,Premium gasoline,17.0,12.6,15.0,345
1995,Chevrolet,Van,4.3,6,A,4,Premium gasoline,17.9,13.5,15.9,366
1995,Chevrolet,Compact,2.2,4,A,3,Regular gasoline,11.3,8.2,9.9,228
1995,Chevrolet,Compact,2.2,4,M,5,Regular gasoline,11.5,7.3,9.6,221
1995,Chevrolet,Compact,3.1,6,A,4,Regular gasoline,12.9,8.8,11.0,253
1995,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,15.9,11.5,13.9,320
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,15.6,11.2,13.6,313
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,16.1,11.8,14.1,324
1995,Chevrolet,Pickup truck,5.0,8,A,4,Regular gasoline,17.8,13.1,15.7,361
1995,Chevrolet,Pickup truck,5.0,8,M,5,Regular gasoline,20.4,14.5,17.8,409
1995,Chevrolet,Pickup truck,5.7,8,A,4,Regular gasoline,18.8,14.2,16.7,384
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,20.5,15.0,18.0,414
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,21.9,15.0,18.8,432
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,14.8,11.3,13.2,356
1995,Chevrolet,Pickup truck,6.5,8,M,5,Diesel,15.1,11.8,13.6,367
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,16.1,12.5,14.4,389
1995,Chevrolet,Sport utility vehicle,5.7,8,A,4,Regular gasoline,20.0,14.9,17.7,407
1995,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,16.5,13.1,15.0,345
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,16.3,11.5,14.1,324
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,16.1,11.8,14.1,324
1995,Chevrolet,Pickup truck,5.0,8,A,4,Regular gasoline,18.5,14.3,16.6,382
1995,Chevrolet,Pickup truck,5.0,8,M,5,Regular gasoline,20.4,14.5,17.8,409
1995,Chevrolet,Pickup truck,5.7,8,A,4,Regular gasoline,20.8,16.3,18.8,432
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,20.7,15.1,18.2,419
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,21.9,15.0,18.8,432
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,15.4,11.5,13.7,370
1995,Chevrolet,Pickup truck,6.5,8,M,5,Diesel,15.5,12.2,14.0,378
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,16.4,12.8,14.8,400
1995,Chevrolet,Subcompact,3.4,6,A,4,Regular gasoline,13.6,9.0,11.6,267
1995,Chevrolet,Subcompact,3.4,6,M,5,Regular gasoline,13.6,9.0,11.6,267
1995,Chevrolet,Subcompact,5.7,8,A,4,Premium gasoline,15.6,10.3,13.2,304
1995,Chevrolet,Subcompact,5.7,8,M,6,Premium gasoline,16.5,10.3,13.7,315
1995,Chevrolet,Full-size,4.3,8,A,4,Regular gasoline,14.8,9.9,12.6,290
1995,Chevrolet,Full-size,5.7,8,A,4,Premium gasoline,15.6,10.2,13.2,304
1995,Chevrolet,Station wagon,5.7,8,A,4,Premium gasoline,15.6,10.2,13.2,304
1995,Chevrolet,Compact,2.2,4,A,3,Regular gasoline,11.3,8.3,10.0,230
1995,Chevrolet,Compact,2.2,4,M,5,Regular gasoline,11.5,7.3,9.6,221
1995,Chevrolet,Compact,2.3,4,A,4,Regular gasoline,12.9,8.8,11.0,253
1995,Chevrolet,Compact,2.3,4,M,5,Regular gasoline,13.5,8.6,11.3,260
1995,Chevrolet,Compact,2.2,4,A,3,Regular gasoline,11.3,8.2,9.9,228
1995,Chevrolet,Compact,3.1,6,A,4,Regular gasoline,12.9,8.8,11.0,253
1995,Chevrolet,Two-seater,5.7,8,A,4,Premium gasoline,15.5,10.2,13.1,301
1995,Chevrolet,Two-seater,5.7,8,M,6,Premium gasoline,15.6,10.2,13.2,304
1995,Chevrolet,Two-seater,5.7,8,M,6,Premium gasoline,16.5,10.3,13.7,315
1995,Chevrolet,Van,4.3,6,A,4,Regular gasoline,16.5,13.1,15.0,345
1995,Chevrolet,Van,5.0,8,A,4,Regular gasoline,19.3,15.4,17.5,403
1995,Chevrolet,Van,5.7,8,A,4,Regular gasoline,20.8,16.3,18.8,432
1995,Chevrolet,Van,6.5,8,A,4,Diesel,15.6,12.0,14.0,378
1995,Chevrolet,Van,4.3,6,A,4,Regular gasoline,18.3,15.4,17.0,391
1995,Chevrolet,Van,5.0,8,A,4,Regular gasoline,19.3,15.4,17.5,403
1995,Chevrolet,Van,5.7,8,A,4,Regular gasoline,20.8,16.3,18.8,432
1995,Chevrolet,Van,5.7,8,A,4,Regular gasoline,20.0,14.9,17.7,407
1995,Chevrolet,Van,4.3,6,A,4,Regular gasoline,18.3,15.4,17.0,391
1995,Chevrolet,Van,5.7,8,A,4,Regular gasoline,20.8,16.3,18.8,432
1995,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,17.2,13.5,15.5,357
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,17.7,13.3,15.7,361
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,18.2,14.7,16.6,382
1995,Chevrolet,Pickup truck,5.0,8,A,4,Regular gasoline,19.5,15.1,17.5,403
1995,Chevrolet,Pickup truck,5.0,8,M,5,Regular gasoline,21.4,15.9,18.9,435
1995,Chevrolet,Pickup truck,5.7,8,A,4,Regular gasoline,20.3,15.2,18.0,414
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,21.4,16.8,19.3,444
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,23.1,17.0,20.4,469
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,16.7,13.3,15.2,410
1995,Chevrolet,Pickup truck,6.5,8,M,5,Diesel,15.7,12.1,14.1,381
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,17.3,13.6,15.7,424
1995,Chevrolet,Sport utility vehicle,5.7,8,A,4,Regular gasoline,23.3,17.4,20.6,474
1995,Chevrolet,Sport utility vehicle,5.7,8,A,4,Regular gasoline,20.7,15.9,18.6,428
1995,Chevrolet,Sport utility vehicle,5.7,8,M,5,Regular gasoline,22.7,16.8,20.0,460
1995,Chevrolet,Sport utility vehicle,6.5,8,A,4,Diesel,18.2,14.7,16.6,448
1995,Chevrolet,Sport utility vehicle,6.5,8,A,4,Diesel,18.2,14.7,16.6,448
1995,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,18.0,13.7,16.1,370
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,17.7,13.3,15.7,361
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,18.2,14.7,16.6,382
1995,Chevrolet,Pickup truck,5.0,8,A,4,Regular gasoline,19.6,15.1,17.6,405
1995,Chevrolet,Pickup truck,5.0,8,M,5,Regular gasoline,21.4,15.9,18.9,435
1995,Chevrolet,Pickup truck,5.7,8,A,4,Regular gasoline,20.4,15.4,18.2,419
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,21.6,16.8,19.4,446
1995,Chevrolet,Pickup truck,5.7,8,M,5,Regular gasoline,22.7,16.8,20.0,460
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,16.7,13.3,15.2,410
1995,Chevrolet,Pickup truck,6.5,8,M,5,Diesel,16.2,13.1,14.8,400
1995,Chevrolet,Pickup truck,6.5,8,A,4,Diesel,18.2,14.7,16.6,448
1995,Chevrolet,Mid-size,3.1,6,A,4,Regular gasoline,14.6,9.3,12.2,281
1995,Chevrolet,Mid-size,3.4,6,A,4,Regular gasoline,15.4,9.7,12.9,297
1995,Chevrolet,Minivan,3.1,6,A,3,Regular gasoline,14.3,11.2,12.9,297
1995,Chevrolet,Minivan,3.8,6,A,4,Regular gasoline,15.5,10.3,13.2,304
1995,Chevrolet,Mid-size,3.1,6,A,4,Regular gasoline,14.6,9.3,12.2,281
1995,Chevrolet,Mid-size,3.4,6,A,4,Regular gasoline,15.4,9.7,12.9,297
1995,Chevrolet,Pickup truck,2.2,4,A,4,Regular gasoline,13.4,9.8,11.8,271
1995,Chevrolet,Pickup truck,2.2,4,M,5,Regular gasoline,12.1,9.0,10.7,246
1995,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,15.2,11.0,13.3,306
1995,Chevrolet,Pickup truck,4.3,6,A,4,Premium gasoline,16.3,11.7,14.2,327
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,16.7,11.7,14.4,331
1995,Chevrolet,Pickup truck,4.3,6,M,5,Premium gasoline,17.0,12.2,14.9,343
1995,Chevrolet,Pickup truck,4.3,6,A,4,Regular gasoline,16.1,12.0,14.2,327
1995,Chevrolet,Pickup truck,4.3,6,A,4,Premium gasoline,17.0,12.3,14.9,343
1995,Chevrolet,Pickup truck,4.3,6,M,5,Regular gasoline,17.2,11.8,14.8,340
1995,Chevrolet,Pickup truck,4.3,6,M,5,Premium gasoline,17.2,12.6,15.1,347
1995,Chevrolet,Sport utility vehicle,4.3,6,A,4,Premium gasoline,16.8,12.2,14.7,338
1995,Chevrolet,Sport utility vehicle,4.3,6,M,5,Premium gasoline,17.0,12.2,14.9,343
1995,Chevrolet,Sport utility vehicle,4.3,6,A,4,Premium gasoline,17.1,12.5,15.0,345
1995,Chevrolet,Sport utility vehicle,4.3,6,M,5,Premium gasoline,17.2,12.6,15.1,347
1995,Chevrolet,Sport utility vehicle,1.6,4,A,3,Regular gasoline,11.8,10.3,11.1,255
1995,Chevrolet,Sport utility vehicle,1.6,4,M,5,Regular gasoline,11.1,9.1,10.2,235
1995,Chevrolet,Sport utility vehicle,1.6,4,A,3,Regular gasoline,11.9,10.5,11.3,260
1995,Chevrolet,Sport utility vehicle,1.6,4,M,5,Regular gasoline,11.5,9.6,10.6,244
1995,Chevrolet,Sport utility vehicle,1.6,4,A,3,Regular gasoline,11.9,10.5,11.3,260
1995,Chevrolet,Sport utility vehicle,1.6,4,M,5,Regular gasoline,11.5,9.6,10.6,244
1995,Chrysler,Mid-size,2.5,6,A,4,Regular gasoline,13.2,8.9,11.3,260
1995,Chrysler,Full-size,3.3,6,A,4,Regular gasoline,13.9,9.4,11.9,274
1995,Chrysler,Full-size,3.5,6,A,4,Regular gasoline,15.3,9.9,12.9,297
1995,Chrysler,Subcompact,3.0,6,A,4,Regular gasoline,13.1,8.9,11.2,258
1995,Chrysler,Full-size,3.5,6,A,4,Regular gasoline,15.3,9.9,12.9,297
1995,Chrysler,Full-size,3.5,6,A,4,Regular gasoline,15.3,9.9,12.9,297
1995,Chrysler,Compact,2.0,4,A,4,Regular gasoline,12.2,8.3,10.5,242
1995,Chrysler,Compact,2.0,4,M,5,Regular gasoline,11.9,7.9,10.1,232
1995,Chrysler,Compact,2.5,6,A,4,Regular gasoline,13.3,9.3,11.5,265
1995,Chrysler,Minivan,3.8,6,A,4,Regular gasoline,15.6,11.1,13.6,313
1995,Chrysler,Minivan,3.8,6,A,4,Regular gasoline,16.2,11.8,14.2,327
1995,Dodge,Compact,2.0,4,A,4,Regular gasoline,12.2,8.3,10.5,242
1995,Dodge,Compact,2.0,4,M,5,Regular gasoline,11.9,7.9,10.1,232
1995,Dodge,Compact,2.5,6,A,4,Regular gasoline,13.3,9.3,11.5,265
1995,Dodge,Minivan,2.5,4,A,3,Regular gasoline,12.9,10.2,11.7,269
1995,Dodge,Minivan,3.0,6,A,3,Regular gasoline,14.3,10.6,12.6,290
1995,Dodge,Minivan,3.0,6,A,4,Regular gasoline,13.9,10.2,12.2,281
1995,Dodge,Minivan,3.3,6,A,4,Regular gasoline,14.6,10.9,12.9,297
1995,Dodge,Minivan,2.5,4,A,3,Regular gasoline,12.9,10.2,11.7,269
1995,Dodge,Minivan,3.0,6,A,3,Regular gasoline,14.3,10.6,12.6,290
1995,Dodge,Minivan,3.3,6,A,4,Regular gasoline,14.6,10.9,12.9,297
1995,Dodge,Subcompact,1.5,4,A,3,Regular gasoline,9.4,7.9,8.7,200
1995,Dodge,Subcompact,1.5,4,M,5,Regular gasoline,8.3,6.6,7.5,173
1995,Dodge,Subcompact,1.8,4,A,4,Regular gasoline,10.3,7.8,9.2,212
1995,Dodge,Subcompact,1.8,4,M,5,Regular gasoline,10.2,7.6,9.1,209
1995,Dodge,Pickup truck,2.5,4,M,5,Regular gasoline,11.7,9.4,10.7,246
1995,Dodge,Pickup truck,3.9,6,A,4,Regular gasoline,16.4,12.7,14.7,338
1995,Dodge,Pickup truck,3.9,6,M,5,Regular gasoline,16.2,11.4,14.0,322
1995,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,18.5,13.8,16.4,377
1995,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,19.7,13.7,17.0,391
1995,Dodge,Pickup truck,3.9,6,A,4,Regular gasoline,17.1,13.5,15.5,357
1995,Dodge,Pickup truck,3.9,6,M,5,Regular gasoline,18.3,13.7,16.2,373
1995,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,19.3,15.0,17.3,398
1995,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,22.2,14.9,18.9,435
1995,Dodge,Minivan,3.0,6,A,4,Regular gasoline,13.9,10.2,12.2,281
1995,Dodge,Minivan,3.3,6,A,4,Regular gasoline,14.6,10.9,12.9,297
1995,Dodge,Minivan,3.8,6,A,4,Regular gasoline,15.6,11.1,13.6,313
1995,Dodge,Minivan,3.3,6,A,4,Regular gasoline,15.7,12.0,14.1,324
1995,Dodge,Minivan,3.8,6,A,4,Regular gasoline,16.2,11.8,14.2,327
1995,Dodge,Full-size,3.3,6,A,4,Regular gasoline,13.9,9.4,11.9,274
1995,Dodge,Full-size,3.3,6,A,4,Regular gasoline,14.5,9.9,12.4,285
1995,Dodge,Full-size,3.5,6,A,4,Regular gasoline,15.2,9.9,12.8,294
1995,Dodge,Compact,2.0,4,A,3,Regular gasoline,10.3,8.0,9.3,214
1995,Dodge,Compact,2.0,4,M,5,Regular gasoline,9.6,6.7,8.3,191
1995,Dodge,Compact,2.0,4,A,3,Regular gasoline,11.7,8.7,10.3,237
1995,Dodge,Compact,2.0,4,M,5,Regular gasoline,10.0,7.1,8.7,200
1995,Dodge,Pickup truck,3.9,6,A,4,Regular gasoline,17.9,13.1,15.7,361
1995,Dodge,Pickup truck,3.9,6,M,5,Regular gasoline,17.2,12.6,15.1,347
1995,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,19.8,14.6,17.5,403
1995,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,19.9,14.2,17.3,398
1995,Dodge,Pickup truck,5.9,8,A,4,Regular gasoline,22.1,16.3,19.5,449
1995,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,21.5,16.1,19.1,439
1995,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,21.4,15.3,18.7,430
1995,Dodge,Pickup truck,5.9,8,A,4,Regular gasoline,22.4,16.7,19.9,458
1995,Dodge,Van,3.9,6,A,3,Regular gasoline,17.1,14.9,16.1,370
1995,Dodge,Van,5.2,8,A,3,Regular gasoline,20.1,17.7,19.0,437
1995,Dodge,Van,5.2,8,A,4,Regular gasoline,19.7,14.5,17.4,400
1995,Dodge,Van,3.9,6,A,3,Regular gasoline,17.2,14.9,16.2,373
1995,Dodge,Van,5.2,8,A,3,Regular gasoline,21.2,18.8,20.1,462
1995,Dodge,Van,5.2,8,A,4,Regular gasoline,20.7,15.8,18.5,426
1995,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,20.7,15.8,18.5,426
1995,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,20.4,16.6,18.7,430
1995,Dodge,Pickup truck,5.9,8,A,4,Regular gasoline,22.1,16.3,19.5,449
1995,Dodge,Pickup truck,5.9,8,M,5,Regular gasoline,21.1,16.7,19.1,439
1995,Dodge,Pickup truck,5.2,8,A,4,Regular gasoline,21.5,16.1,19.1,439
1995,Dodge,Pickup truck,5.2,8,M,5,Regular gasoline,20.7,16.7,18.9,435
1995,Dodge,Pickup truck,5.9,8,A,4,Regular gasoline,23.3,17.5,20.7,476
1995,Dodge,Pickup truck,5.9,8,M,5,Regular gasoline,21.9,17.5,19.9,458
1995,Dodge,Van,3.9,6,A,3,Regular gasoline,17.1,14.9,16.1,370
1995,Dodge,Van,5.2,8,A,3,Regular gasoline,20.1,17.7,19.0,437
1995,Dodge,Van,5.2,8,A,4,Regular gasoline,19.7,14.5,17.4,400
1995,Dodge,Van,5.9,8,A,4,Regular gasoline,22.1,16.2,19.5,449
1995,Dodge,Van,3.9,6,A,3,Regular gasoline,17.2,14.9,16.2,373
1995,Dodge,Van,5.2,8,A,3,Regular gasoline,21.2,18.8,20.1,462
1995,Dodge,Van,5.2,8,A,4,Regular gasoline,20.8,15.8,18.6,428
1995,Dodge,Van,5.9,8,A,4,Regular gasoline,22.1,16.3,19.5,449
1995,Dodge,Van,5.2,8,A,4,Regular gasoline,20.6,15.7,18.4,423
1995,Dodge,Van,5.9,8,A,4,Regular gasoline,22.1,16.3,19.5,449
1995,Dodge,Van,5.2,8,A,4,Regular gasoline,21.5,16.0,19.0,437
1995,Dodge,Van,5.9,8,A,4,Regular gasoline,24.1,17.4,21.1,485
1995,Dodge,Mid-size,2.5,4,A,3,Regular gasoline,11.9,9.3,10.7,246
1995,Dodge,Mid-size,3.0,6,A,3,Regular gasoline,12.6,9.7,11.3,260
1995,Dodge,Subcompact,3.0,6,A,4,Regular gasoline,14.7,10.7,12.9,297
1995,Dodge,Subcompact,3.0,6,M,5,Regular gasoline,13.8,10.3,12.2,281
1995,Dodge,Subcompact,3.0,6,M,6,Premium gasoline,14.8,10.5,12.9,297
1995,Dodge,Mid-size,2.0,4,M,5,Regular gasoline,10.6,7.5,9.2,212
1995,Dodge,Mid-size,2.5,6,A,4,Regular gasoline,13.2,8.9,11.3,260
1995,Dodge,Two-seater,8.0,10,M,6,Premium gasoline,21.4,11.8,17.1,393
1995,Eagle,Subcompact,1.5,4,A,3,Regular gasoline,9.4,7.9,8.7,200
1995,Eagle,Subcompact,1.5,4,M,5,Regular gasoline,8.3,6.6,7.5,173
1995,Eagle,Subcompact,1.8,4,A,4,Regular gasoline,10.3,7.8,9.2,212
1995,Eagle,Subcompact,1.8,4,M,5,Regular gasoline,10.2,7.6,9.1,209
1995,Eagle,Station wagon,1.8,4,A,4,Regular gasoline,11.5,8.9,10.3,237
1995,Eagle,Station wagon,1.8,4,M,5,Regular gasoline,11.0,8.7,9.9,228
1995,Eagle,Station wagon,2.4,4,A,4,Regular gasoline,13.3,9.8,11.7,269
1995,Eagle,Station wagon,2.4,4,M,5,Regular gasoline,11.9,9.5,10.8,248
1995,Eagle,Station wagon,2.4,4,A,4,Regular gasoline,14.3,11.0,12.8,294
1995,Eagle,Station wagon,2.4,4,M,5,Regular gasoline,13.0,10.5,11.9,274
1995,Eagle,Subcompact,2.0,4,A,4,Regular gasoline,12.2,8.3,10.5,242
1995,Eagle,Subcompact,2.0,4,M,5,Regular gasoline,11.9,8.0,10.2,235
1995,Eagle,Subcompact,2.0,4,A,4,Premium gasoline,13.8,10.4,12.3,283
1995,Eagle,Subcompact,2.0,4,M,5,Premium gasoline,12.8,9.5,11.3,260
1995,Eagle,Full-size,3.3,6,A,4,Regular gasoline,13.9,9.4,11.9,274
1995,Eagle,Full-size,3.5,6,A,4,Regular gasoline,15.3,9.9,12.9,297
1995,Ferrari,Two-seater,3.4,8,M,5,Premium gasoline,20.8,13.4,17.5,403
1995,Ferrari,Subcompact,5.5,12,M,6,Premium gasoline,25.5,16.1,21.3,490
1995,Ferrari,Two-seater,3.5,8,M,6,Premium gasoline,26.1,16.8,21.9,504
1995,Ford,Van,3.0,6,A,4,Regular gasoline,14.8,10.7,13.0,299
1995,Ford,Minivan,3.0,6,A,4,Regular gasoline,15.3,11.0,13.4,308
1995,Ford,Minivan,4.0,6,A,4,Regular gasoline,16.1,11.5,14.0,322
1995,Ford,Minivan,4.0,6,A,4,Regular gasoline,17.3,12.9,15.3,352
1995,Ford,Subcompact,1.3,4,A,3,Regular gasoline,9.3,7.6,8.5,196
1995,Ford,Subcompact,1.3,4,M,5,Regular gasoline,7.7,6.2,7.0,161
1995,Ford,Sport utility vehicle,5.0,8,A,4,Regular gasoline,18.9,13.5,16.5,380
1995,Ford,Sport utility vehicle,5.0,8,M,5,Regular gasoline,19.1,14.6,17.1,393
1995,Ford,Sport utility vehicle,5.8,8,A,4,Regular gasoline,20.6,15.1,18.1,416
1995,Ford,Compact,2.0,4,A,4,Regular gasoline,11.3,8.1,9.9,228
1995,Ford,Compact,2.0,4,M,5,Regular gasoline,11.0,7.4,9.4,216
1995,Ford,Compact,2.5,6,A,4,Regular gasoline,12.3,8.5,10.6,244
1995,Ford,Compact,2.5,6,M,5,Regular gasoline,13.0,8.8,11.1,255
